AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length
GCF_021391515.1_ASM2139151v1,NZ_CP090088.1,plasmid,410727,15910,25.81565053,0.749797574,34.25587225,410726,1,34.43016013,545010.9275,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.002806623
GCF_021391515.1_ASM2139151v1,NZ_CP090089.1,plasmid,50474,5876,8.589857046,0.749797574,11.39824252,50474,0,11.45623478,66976.07304,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.001036563
GCF_023546865.1_ASM2354686v1,NZ_CP097360.1,chromosome,2379577,5076384,0.468754334,0.468754334,1,2372827,6750,1,5076384,Escherichia coli,AGR4587,Pseudomonadota,Gammaproteobacteria,NA,water,Water,Escherichia,5076384,1
GCF_023546865.1_ASM2354686v1,NZ_CP097361.1,plasmid,50603,145705,0.347297622,0.468754334,0.756633519,49059,1544,0.740894744,110245.2869,Escherichia coli,AGR4587,Pseudomonadota,Gammaproteobacteria,NA,water,Water,Escherichia,5076384,0.028702517
GCF_000834965.1_ASM83496v1,NZ_CP010103.1,chromosome,9171036,2005074,4.57391398,4.57391398,1,8894977,276059,1,2005074,Francisella tularensis subsp. novicida,DPG 3A-IS,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Water,Humans,Francisella,2005074,1
GCF_000834965.1_ASM83496v1,NZ_CP010104.1,plasmid,319943,41959,7.625134059,4.57391398,1.877486159,270257,49686,1.667091706,78777.44173,Francisella tularensis subsp. novicida,DPG 3A-IS,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Water,Humans,Francisella,2005074,0.02092641
GCF_904864515.1_KSB2_2C,NZ_LR890391.1,chromosome,3154588,5228933,0.603294783,0.603294783,1,3153779,809,1,5228933,Klebsiella pneumoniae,KSB2_2C,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5228933,1
GCF_904864515.1_KSB2_2C,NZ_LR890392.1,plasmid,368982,244845,1.507002389,0.603294783,2.501988473,368171,811,2.497953623,612599.3676,Klebsiella pneumoniae,KSB2_2C,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5228933,0.046825041
GCF_904864515.1_KSB2_2C,NZ_LR890393.1,plasmid,256303,3223,79.52311511,0.603294783,132.0052708,250991,5312,131.8146905,425452.9878,Klebsiella pneumoniae,KSB2_2C,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5228933,0.000616378
GCF_904864515.1_KSB2_2C,NZ_LR890394.1,plasmid,142433,1916,74.33872651,0.603294783,123.5281825,138070,4363,123.2212321,236679.9977,Klebsiella pneumoniae,KSB2_2C,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5228933,0.000366423
GCF_905218875.2_AI2598v1_cp,NZ_OW848785.1,chromosome,7160391,5039657,1.420809194,1.420809194,1,7155521,4870,1,5039657,Escherichia coli,131,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Gregorio Maranon (Madrid),Humans,Escherichia,5039657,1
GCF_905218875.2_AI2598v1_cp,NZ_OW848786.1,plasmid,321268,109001,2.947385804,1.420809194,2.091769784,319437,1831,2.074441675,228004.9982,Escherichia coli,131,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Gregorio Maranon (Madrid),Humans,Escherichia,5039657,0.021628654
GCF_905218875.2_AI2598v1_cp,NZ_OW848787.1,plasmid,84701,4082,20.74987751,1.420809194,14.60159194,84701,0,14.60426748,59603.69831,Escherichia coli,131,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Gregorio Maranon (Madrid),Humans,Escherichia,5039657,0.000809976
GCF_013167495.1_ASM1316749v1,NZ_CP038336.1,chromosome,1307160,5512129,0.237142491,0.237142491,1,1304882,2278,1,5512129,Escherichia coli O157:H7,LSU61,Pseudomonadota,Gammaproteobacteria,Deer,NA,Animals,Escherichia,5512129,1
GCF_013167495.1_ASM1316749v1,NZ_CP038338.1,plasmid,50844,119161,0.426683227,0.237142491,1.811941575,50690,154,1.7992694,215912.7701,Escherichia coli O157:H7,LSU61,Pseudomonadota,Gammaproteobacteria,Deer,NA,Animals,Escherichia,5512129,0.021617963
GCF_013167495.1_ASM1316749v1,NZ_CP038337.1,plasmid,20533,37777,0.543531779,0.237142491,2.291650889,20533,0,2.292005018,86571.69562,Escherichia coli O157:H7,LSU61,Pseudomonadota,Gammaproteobacteria,Deer,NA,Animals,Escherichia,5512129,0.006853432
GCF_037024275.1_ASM3702427v1,NZ_CP146160.1,chromosome,7540760,5452491,1.382993571,1.382993571,1,7529235,11525,1,5452491,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5452491,1
GCF_037024275.1_ASM3702427v1,NZ_CP146161.1,plasmid,217412,127803,1.701149425,1.382993571,1.25854328,210694,6718,1.230048686,160845.6068,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5452491,0.023439378
GCF_037024275.1_ASM3702427v1,NZ_CP146162.1,plasmid,46437,71307,0.651226387,1.382993571,0.48708945,42514,3923,0.470881717,34732.8874,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5452491,0.013077876
GCF_037024275.1_ASM3702427v1,NZ_CP146163.1,plasmid,224159,52012,4.309755441,1.382993571,3.122483102,217107,7052,3.116251247,162406.5911,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5452491,0.009539126
GCF_037024275.1_ASM3702427v1,NZ_CP146164.1,plasmid,34224,6101,5.609572201,1.382993571,4.059196681,34022,202,4.05610866,24765.15895,Klebsiella pneumoniae,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Klebsiella,5452491,0.001118938
GCF_007165645.1_ASM716564v1,NZ_AP019792.1,chromosome,13240764,1928002,6.867609058,6.867609058,1,13171702,69062,1,1928002,Thermus thermophilus,AA2-20,Terrabacteria group,Deinococcota,NA,NA,Unannotated,Thermus,1928002,1
GCF_007165645.1_ASM716564v1,NZ_AP019793.1,plasmid,1362486,219630,6.203551427,6.867609058,0.911475387,1334510,27976,0.903305848,200187.3394,Thermus thermophilus,AA2-20,Terrabacteria group,Deinococcota,NA,NA,Unannotated,Thermus,1928002,0.113915857
GCF_019931045.1_ASM1993104v1,NZ_CP082862.1,chromosome,21242660,3829687,5.546839729,5.546839729,1,21155208,87452,1,3829687,Cupriavidus pauculus,FDAARGOS_1472,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Cupriavidus,3829687,1
GCF_019931045.1_ASM1993104v1,NZ_CP082863.1,chromosome,12554353,2319913,5.411561985,5.546839729,0.979311168,12447650,106703,0.975611745,2271916.71,Cupriavidus pauculus,FDAARGOS_1472,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Cupriavidus,3829687,0.605770915
GCF_019931045.1_ASM1993104v1,NZ_CP082864.1,plasmid,1949624,188281,10.35486321,5.546839729,1.891743108,1931536,18088,1.866804111,356179.2841,Cupriavidus pauculus,FDAARGOS_1472,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Cupriavidus,3829687,0.049163548
GCF_019931045.1_ASM1993104v1,NZ_CP082865.1,plasmid,414962,119205,3.481078814,5.546839729,0.68761037,374881,40081,0.627578763,81966.59411,Cupriavidus pauculus,FDAARGOS_1472,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Cupriavidus,3829687,0.031126565
GCF_019931045.1_ASM1993104v1,NZ_CP082866.1,plasmid,19614,14065,1.394525418,5.546839729,0.318552323,10279,9335,0.251408998,4480.438428,Cupriavidus pauculus,FDAARGOS_1472,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Cupriavidus,3829687,0.003672624
GCF_019931045.1_ASM1993104v1,NZ_CP082867.1,plasmid,403281,12206,33.0395707,5.546839729,5.941700741,403281,0,5.956467524,72524.39924,Cupriavidus pauculus,FDAARGOS_1472,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Cupriavidus,3829687,0.003187206
GCF_038396535.1_ASM3839653v1,NZ_CP147048.1,chromosome,6058203,4870130,1.243950983,1.243950983,1,6053632,4571,1,4870130,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,NA,municipal wastewater,Human-impacted,Escherichia,4870130,1
GCF_038396535.1_ASM3839653v1,NZ_CP147049.1,plasmid,261702,125807,2.080186317,1.243950983,1.678724865,256290,5412,1.672241387,211195.3391,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,NA,municipal wastewater,Human-impacted,Escherichia,4870130,0.02583237
GCF_016904115.1_ASM1690411v1,NZ_CP070048.1,chromosome,14853963,5122397,2.899807063,2.899807063,1,14853963,0,1,5122397,Escherichia coli,FDAARGOS_1290,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,5122397,1
GCF_016904115.1_ASM1690411v1,NZ_CP070049.1,plasmid,342416,69521,4.925360682,2.899807063,1.698513237,342416,0,1.698513237,118082.3388,Escherichia coli,FDAARGOS_1290,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,5122397,0.013571966
GCF_016904115.1_ASM1690411v1,NZ_CP070050.1,plasmid,253643,5163,49.12705791,2.899807063,16.94149191,253643,0,16.94149191,87468.92276,Escherichia coli,FDAARGOS_1290,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,5122397,0.001007927
GCF_016904115.1_ASM1690411v1,NZ_CP070053.1,plasmid,110324,3201,34.46547954,2.899807063,11.88787251,110280,44,11.88543885,38053.0799,Escherichia coli,FDAARGOS_1290,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,5122397,0.000624903
GCF_016904115.1_ASM1690411v1,NZ_CP070054.1,plasmid,36594,1025,35.70146341,2.899807063,12.31954465,36541,53,12.31166855,12627.53326,Escherichia coli,FDAARGOS_1290,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,5122397,0.000200102
GCF_013358365.1_ASM1335836v1,NZ_CP054831.1,chromosome,1233713,2639876,0.467337481,0.467337481,1,1225575,8138,1,2639876,Staphylococcus saprophyticus,UTI-045,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Staphylococcus,2639876,1
GCF_013358365.1_ASM1335836v1,NZ_CP054832.1,plasmid,94593,74014,1.278041992,0.467337481,2.733697675,94429,164,2.734730348,202331.8997,Staphylococcus saprophyticus,UTI-045,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Staphylococcus,2639876,0.028036923
GCF_013358365.1_ASM1335836v1,NZ_CP054833.1,plasmid,90270,19933,4.528671048,0.467337481,9.95291359,88786,1484,9.690365597,198391.4266,Staphylococcus saprophyticus,UTI-045,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Staphylococcus,2639876,0.007550733
GCF_013358365.1_ASM1335836v1,NZ_CP054834.1,plasmid,66688,8128,8.204724409,0.467337481,17.54936649,66688,0,17.55631582,142641.2508,Staphylococcus saprophyticus,UTI-045,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Staphylococcus,2639876,0.003078932
GCF_013358365.1_ASM1335836v1,NZ_CP054835.1,plasmid,20348,2276,8.940246046,0.467337481,24.79535865,14361,5987,19.13017126,56434.23628,Staphylococcus saprophyticus,UTI-045,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Staphylococcus,2639876,0.000862162
GCF_016432805.1_ASM1643280v1,NZ_CP061108.1,chromosome,2759164,4847148,0.569234527,0.569234527,1,2757297,1867,1,4847148,Escherichia coli,1EC187,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4847148,1
GCF_016432805.1_ASM1643280v1,NZ_CP061109.1,plasmid,25158,112598,0.223432033,0.569234527,0.398028249,23870,1288,0.392513142,44817.18477,Escherichia coli,1EC187,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4847148,0.023229743
GCF_016432805.1_ASM1643280v1,NZ_CP061110.1,plasmid,18003,51113,0.352219592,0.569234527,0.624468923,17749,254,0.618760063,31918.48004,Escherichia coli,1EC187,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4847148,0.010544964
GCF_016432805.1_ASM1643280v1,NZ_CP061111.1,plasmid,17098,41391,0.41308497,0.569234527,0.725479399,17098,0,0.725685022,30028.3178,Escherichia coli,1EC187,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4847148,0.008539248
GCF_016432805.1_ASM1643280v1,NZ_CP061112.1,plasmid,48302,2101,22.99000476,0.569234527,40.37613576,48302,0,40.38757957,84830.26123,Escherichia coli,1EC187,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4847148,0.000433451
GCF_033870275.1_ASM3387027v1,NZ_CP138846.1,chromosome,1044571,4652134,0.22453588,0.22453588,1,1005583,38988,1,4652134,Shigella flexneri,PNUSAE076676,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Shigella,4652134,1
GCF_033870275.1_ASM3387027v1,NZ_CP138847.1,plasmid,41260,225605,0.182886018,0.22453588,0.869184567,36825,4435,0.814506875,196092.3842,Shigella flexneri,PNUSAE076676,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Shigella,4652134,0.048494949
GCF_033870275.1_ASM3387027v1,NZ_CP138848.1,plasmid,10276,84286,0.121918231,0.22453588,0.545245836,10095,181,0.542978837,45956.59055,Shigella flexneri,PNUSAE076676,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Shigella,4652134,0.018117707
GCF_033870275.1_ASM3387027v1,NZ_CP138849.1,plasmid,67095,5250,12.78,0.22453588,56.72773334,67095,0,56.91740678,297820.6001,Shigella flexneri,PNUSAE076676,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Shigella,4652134,0.001128514
GCF_033870275.1_ASM3387027v1,NZ_CP138850.1,plasmid,32801,4042,8.115042058,0.22453588,36.14232742,32352,449,36.14140453,146087.2874,Shigella flexneri,PNUSAE076676,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Shigella,4652134,0.000868849
GCF_033870275.1_ASM3387027v1,NZ_CP138851.1,plasmid,29985,3181,9.426281044,0.22453588,42.02057159,29567,418,41.98117939,133667.4382,Shigella flexneri,PNUSAE076676,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Shigella,4652134,0.000683772
GCF_016028735.1_ASM1602873v1,NZ_CP065725.1,chromosome,13171497,2798860,4.706022095,4.706022095,1,13162093,9404,1,2798860,Oligella ureolytica,FDAARGOS_872,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Oligella,2798860,1
GCF_016028735.1_ASM1602873v1,NZ_CP065724.1,plasmid,577911,33996,16.99938228,4.706022095,3.639978787,573655,4256,3.612261468,123744.7188,Oligella ureolytica,FDAARGOS_872,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Oligella,2798860,0.012146374
GCF_022846575.1_ASM2284657v1,NZ_AP025657.1,chromosome,2170248,4907358,0.442243668,0.442243668,1,2169123,1125,1,4907358,Escherichia coli,TUM13867,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4907358,1
GCF_022846575.1_ASM2284657v1,NZ_AP025658.1,plasmid,57216,171085,0.334430254,0.442243668,0.790033786,54098,3118,0.756212646,135162.9303,Escherichia coli,TUM13867,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4907358,0.034862955
GCF_022846575.1_ASM2284657v1,NZ_AP025659.1,plasmid,25361,59793,0.424146639,0.442243668,0.985746216,25010,351,0.959079056,58940.72346,Escherichia coli,TUM13867,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4907358,0.012184357
GCF_022846575.1_ASM2284657v1,NZ_AP025660.1,plasmid,27517,56167,0.489914006,0.442243668,1.237906587,24200,3317,1.107792021,69529.49929,Escherichia coli,TUM13867,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4907358,0.011445466
GCF_022846575.1_ASM2284657v1,NZ_AP025661.1,plasmid,97365,2345,41.52025586,0.442243668,93.86121962,97365,0,93.88547289,220104.56,Escherichia coli,TUM13867,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4907358,0.000477854
GCF_000834295.1_ASM83429v1,NZ_CP009712.1,chromosome,24105423,4743972,5.081274299,5.081274299,1,24101317,4106,1,4743972,Yersinia pseudotuberculosis IP 32953,IP32953,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Yersinia,4743972,1
GCF_000834295.1_ASM83429v1,NZ_CP009711.1,plasmid,656573,68525,9.581510398,5.081274299,1.891578729,649963,6610,1.885651085,129620.4324,Yersinia pseudotuberculosis IP 32953,IP32953,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Yersinia,4743972,0.014444647
GCF_000834295.1_ASM83429v1,NZ_CP009710.1,plasmid,355706,26933,13.20706939,5.081274299,2.599048504,355706,0,2.599164819,70000.17335,Yersinia pseudotuberculosis IP 32953,IP32953,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Yersinia,4743972,0.00567731
GCF_003429425.1_ASM342942v1,NZ_CP023468.1,chromosome,12920363,4639823,2.784667217,2.784667217,1,12920358,5,1,4639823,Salmonella enterica subsp. enterica,BAA-1586,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Salmonella,4639823,1
GCF_003429425.1_ASM342942v1,NZ_CP023469.1,plasmid,1235091,94044,13.13311854,2.784667217,4.716225501,1235087,4,4.716225501,443532.711,Salmonella enterica subsp. enterica,BAA-1586,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Salmonella,4639823,0.020268877
GCF_023546885.1_ASM2354688v1,NZ_CP097370.1,chromosome,3846233,4855612,0.792121158,0.792121158,1,3838119,8114,1,4855612,Escherichia coli,AGR5151,Pseudomonadota,Gammaproteobacteria,NA,water,Water,Escherichia,4855612,1
GCF_023546885.1_ASM2354688v1,NZ_CP097371.1,plasmid,109483,137735,0.794881475,0.792121158,1.027170801,106591,2892,1.003484716,141477.3703,Escherichia coli,AGR5151,Pseudomonadota,Gammaproteobacteria,NA,water,Water,Escherichia,4855612,0.028366146
GCF_023546885.1_ASM2354688v1,NZ_CP097372.1,plasmid,29134,34418,0.846475681,0.792121158,1.067899218,29134,0,1.068618952,36754.95528,Escherichia coli,AGR5151,Pseudomonadota,Gammaproteobacteria,NA,water,Water,Escherichia,4855612,0.007088293
GCF_013744615.1_ASM1374461v1,NZ_CP056760.1,chromosome,3115655,5778205,0.53920811,0.53920811,1,3113160,2495,1,5778205,Klebsiella grimontii,RHBSTW-00186,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5778205,1
GCF_013744615.1_ASM1374461v1,NZ_CP056761.1,plasmid,82550,156264,0.528272667,0.53920811,0.99433069,80454,2096,0.979719438,155378.091,Klebsiella grimontii,RHBSTW-00186,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5778205,0.027043693
GCF_013744615.1_ASM1374461v1,NZ_CP056762.1,plasmid,54543,98663,0.55282122,0.53920811,1.030542135,53867,676,1.025246485,101676.3786,Klebsiella grimontii,RHBSTW-00186,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5778205,0.017075026
GCF_013744615.1_ASM1374461v1,NZ_CP056763.1,plasmid,99179,4667,21.25112492,0.53920811,39.39577351,99153,26,39.41173085,183860.0749,Klebsiella grimontii,RHBSTW-00186,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5778205,0.00080769
GCF_013744615.1_ASM1374461v1,NZ_CP056764.1,plasmid,116226,4479,25.94909578,0.53920811,48.10496874,116205,21,48.12445376,215462.155,Klebsiella grimontii,RHBSTW-00186,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5778205,0.000775154
GCF_013744615.1_ASM1374461v1,NZ_CP056765.1,plasmid,38494,1697,22.68355922,0.53920811,42.05124975,38494,0,42.06828269,71360.97082,Klebsiella grimontii,RHBSTW-00186,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5778205,0.00029369
GCF_002278115.2_ASM227811v2,NZ_CP023142.1,chromosome,2682747,5292297,0.506915428,0.506915428,1,2679439,3308,1,5292297,Escherichia coli,CFSAN061770,Pseudomonadota,Gammaproteobacteria,NA,Raw milk cheese,Food,Escherichia,5292297,1
GCF_002278115.2_ASM227811v2,NZ_CP023143.1,plasmid,55042,228947,0.24041372,0.506915428,0.477423383,54429,613,0.474267909,109304.6513,Escherichia coli,CFSAN061770,Pseudomonadota,Gammaproteobacteria,NA,Raw milk cheese,Food,Escherichia,5292297,0.043260422
GCF_002278115.2_ASM227811v2,NZ_CP023144.1,plasmid,21389,103234,0.207189492,0.506915428,0.413409619,20754,635,0.408725954,42677.92859,Escherichia coli,CFSAN061770,Pseudomonadota,Gammaproteobacteria,NA,Raw milk cheese,Food,Escherichia,5292297,0.019506464
GCF_002278115.2_ASM227811v2,NZ_CP023145.1,plasmid,10619,87173,0.121815241,0.506915428,0.243631148,9906,713,0.240306833,21238.05808,Escherichia coli,CFSAN061770,Pseudomonadota,Gammaproteobacteria,NA,Raw milk cheese,Food,Escherichia,5292297,0.016471676
GCF_003017975.1_ASM301797v1,NZ_CP027347.1,chromosome,1985780,5317846,0.37341811,0.37341811,1,1972484,13296,1,5317846,Escherichia coli,2013C-4361,Pseudomonadota,Gammaproteobacteria,NA,Stool,Humans,Escherichia,5317846,1
GCF_003017975.1_ASM301797v1,NZ_CP027348.1,plasmid,63999,70613,0.906334528,0.37341811,2.498756848,60370,3629,2.42713062,176444.7173,Escherichia coli,2013C-4361,Pseudomonadota,Gammaproteobacteria,NA,Stool,Humans,Escherichia,5317846,0.013278497
GCF_040367385.1_ASM4036738v1,NZ_AP027233.1,chromosome,597852,2754558,0.217040992,0.217040992,1,590030,7822,1,2754558,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Enterococcus,2754558,1
GCF_040367385.1_ASM4036738v1,NZ_AP027234.1,plasmid,49637,246977,0.200978229,0.217040992,0.956112148,46744,2893,0.925992031,236137.71,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Enterococcus,2754558,0.089661209
GCF_040367385.1_ASM4036738v1,NZ_AP027235.1,plasmid,16014,71749,0.223194748,0.217040992,1.070708159,15081,933,1.02835297,76822.23967,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Enterococcus,2754558,0.026047373
