accession,md5,n_families_ge2,has_identical_pair,n_jump_families,max_distinct_contexts,jump_families
NZ_AP018520.1,ce2b8a1d01e44c86c27c80b8e3e2ccdb,1,1,1,2,IS21
NZ_CP113422.1,ce2c53fd8738376dc3527f93b7bbefe8,1,0,0,0,
NZ_CP068246.1,ce317ab232f3215d775988efbaf7b46a,2,1,1,2,IS6
NZ_AP023177.1,ce31e97470bcd5f88c65f561248f5ed4,6,1,2,3,IS66;IS91
NZ_CP030218.1,ce3388b1e88fe0ea3927b662447570f9,1,0,0,0,
NZ_CP090062.1,ce377dbbe19c1e49ba0bd8aeeaf4f51f,4,1,2,3,IS5;IS6
NZ_LR134109.1,ce3952bd67253c7846a773859c911317,1,0,0,0,
NZ_CP017041.1,ce3b34d88cde71e961bd6eb325c70133,1,0,0,0,
NZ_CP061394.1,ce3c2b9da4e7983426ed56b0f63ebe85,1,0,0,0,
NZ_CP064696.1,ce3fe6b1b6ca2bc0dc6693ed9d4df65d,1,0,0,0,
NZ_CP024187.1,ce433fb66b96fa2a05c7d48c0ef31725,1,0,0,0,
NZ_CP064371.1,ce442d30a9c2550cf3d8b6ab4239879b,5,0,0,0,
NZ_CP030285.1,ce456b1d221da0a71299143c93d22053,5,1,1,2,IS6
NZ_CP138299.1,ce4e91f7533962eb4f6c4211d2d4e83b,8,0,0,0,
NZ_CP020087.1,ce4fdf79d21c45259f79d359b4ce2e5c,11,0,0,0,
NZ_CP065716.1,ce5027cb1a2699e0de9d7fa97272eb7a,1,0,0,0,
NZ_CP011649.1,ce5060e64de08b429c950123a390464c,4,1,0,1,
NZ_CP073625.1,ce5efdcb44b8052a02cfbe8d797a217c,4,1,1,3,IS6
NZ_CP045742.1,ce647f76789bb58417e2da4473c0b689,3,1,1,3,IS6
NC_017136.1,ce6cd928acc205268fd939bc7ee10793,5,1,2,2,IS1380;IS5
NZ_CP025427.1,ce71969439b4b528d32fffcf9a9b4db2,2,1,1,5,IS6
NZ_CP127264.1,ce729c184a6848aa7ab6a1fb3846a4f8,3,1,1,2,IS21
NZ_CP092353.1,ce742b5ea8121d764d6ae0dfa8b72316,8,1,1,3,IS21
NZ_CP039229.1,ce74b25dc7c3447a3823a6ea3643b16f,7,1,3,9,IS30;IS6;IS630
NZ_CP054910.1,ce7a3cd60569fa4533173c80eb79eb8e,3,0,0,0,
NZ_CP126484.1,ce7cd29eec070bd13fc51f8832b3d319,1,0,0,0,
NZ_CP007616.1,ce8348156557bcbab551e3b07c8cb67a,5,1,3,2,IS110;IS21;IS4
NZ_CP033146.1,ce847735831962f6aeee9bc5b505864c,1,0,0,0,
NZ_CP028622.1,ce87c99b2b8290db80265b97821bcf3c,1,0,0,0,
NZ_LR135420.1,ce8a695471762720fda5565737d2a8d3,6,0,0,0,
NZ_CP026416.1,ce8d3e538b06c59a5d0a6c5fed665b05,3,1,1,2,IS5
NZ_CP072972.1,ce902a1a7738c7bde9ec52e488b35008,2,0,0,0,
NZ_CP100463.1,ce92d4275378864d9fee8fd3e867c6e3,5,1,2,3,IS5;ISH3
NZ_CP043218.1,ce93964ec62d384aa269790a20727e80,1,1,1,2,IS3
NZ_CP039821.1,ce942d0113ed4f7fe0aa37ab37820db8,1,1,0,1,
NZ_CP093241.1,ce964c670ced165d5aad3728cad7ff27,1,1,1,2,IS6
NZ_CP082760.1,ce99927e785e4299b10b933f031e046f,6,1,1,2,IS5
NZ_CP010675.1,ce9cc1f3b58fa55f6ed4fea08ee44d11,3,0,0,0,
NZ_CP061123.1,ce9e516ee60c4733268f53986dd67f6d,5,1,2,7,IS30;IS6
NZ_CP050185.1,cea29aef4ddb8b0a48f8de8ed4e9d67b,3,1,2,3,IS110;IS4
NZ_CP083037.1,cea3942202dfd2dd7d11c7e9fe47006a,4,1,1,5,IS6
NZ_AP021984.1,cea64ac48b6f2df801e043e0b73acc89,3,1,2,3,IS3;IS5
NZ_CP060750.1,cea68765ee2e4c1573cf42b3dc9ba29d,3,1,2,4,IS3;IS6
NZ_CP087093.1,cea72b3b0e0bc210203235c4c218c120,4,0,0,0,
NZ_CP075466.1,cead9dcfdda4c02627da195fce4becd7,2,1,1,2,IS6
NZ_CP063920.1,ceadfb561c0987b0e0a81a65af16120d,1,0,0,0,
NZ_CP102699.1,ceb0641efc151bc7279ef26391e79755,1,0,0,0,
NZ_CP116101.1,ceb1aba629b06bb8ab397465656bf9cb,5,1,1,2,IS1
NZ_CP018964.1,ceb4c5924b7cfa99671ea767f2ae1a99,6,1,1,5,IS6
NZ_CP137387.1,ceb612e231f376cdc4c3fdeee2c5db97,1,0,0,0,
NZ_CP066789.1,cebbafb30ef38591adbf860b436b45fd,5,1,1,2,IS5
NZ_CP116978.1,cebbc4506a38c29db32ecf1e7890a6a0,3,1,1,2,IS1
NZ_CP074426.1,cebddbe32e4255f44e1fb080c3c875ba,2,1,2,4,IS6;IS91
NZ_CP081834.1,cec71b11518782464012981b51853757,1,1,1,2,IS6
NZ_CP084902.1,cecba6f204190a2bfc87d02555aaa272,5,1,1,6,IS6
NZ_CP115836.1,ceccf4fc4f24472377b5df4b95bb0a53,1,0,0,0,
NZ_CP143097.1,cecf052de88976963cfca82dbf1a5b47,5,0,0,0,
NC_008270.1,ced374e9f93642b725b29606d7fb1f64,5,1,3,3,IS256;IS3;IS5
NZ_CP037914.1,ced4f894c9f613993a88f477120d4cb0,5,1,1,2,IS701
NZ_CP034325.1,ced5b91bb8344f6f06a315a265a643b9,2,1,1,5,IS6
NZ_CP079726.1,ced5ce4b4fcca68639b0bd0b96c387b3,4,0,0,0,
NZ_AP018409.1,ceded2b109549d7c20847fabced75a7b,2,1,1,2,IS30
NZ_CP075982.1,cedeef1c524aeeaf3f2f5ef0af7e226e,1,0,0,0,
NZ_CP090580.1,cedf76a7cf8979b7de971475fb71ce73,2,1,0,1,
NZ_CP143096.1,cee86e362642124cb6df577597791c7a,1,0,0,0,
NZ_CP091591.1,cee8d3d169013f8237702781ec32af55,3,1,1,3,IS6
NZ_CP082836.1,ceebd5f35d24d73f5f79bd01e2a15e53,2,0,0,0,
NZ_CP090503.1,ceec879248f618e7ff0f859dea4a7d36,1,0,0,0,
NC_010488.1,ceedc50836dd53b950fc6d1ae30968f3,5,1,1,9,IS6
NZ_CP047367.1,ceee39b27c115e6102d75579a34b827e,3,0,0,0,
NZ_CP090394.1,cef0789028a6f1d476e1bc37190465df,8,1,2,5,IS1;IS6
NZ_CP011248.1,cef1afb018c6cbed13588297ee62c765,3,0,0,0,
NZ_CP088291.1,cef89925ae55fbeb8135b019c31c4f96,10,1,1,3,IS3
NZ_CP138537.1,ceffbc4372aa7a4b0452724b489a9662,7,1,1,2,IS5
NZ_CP077927.1,cf06ab6a49513df04ad02e907f9ddad5,1,0,0,0,
NZ_CP034542.1,cf072397fd813156f973b9843c47699c,1,0,0,0,
NZ_CP122835.1,cf0743b5cfb42dd6511ae3b8d78b6e78,2,0,0,0,
NZ_AP024757.1,cf07e915d1e2b6d08310008d3463b605,3,0,0,0,
NZ_CP005191.1,cf0ab07add1ad2953afa36c25c7b4216,5,1,2,6,IS21;IS6
NZ_CP050069.1,cf0c48506cc46626bc57bb586ae9f6fb,4,1,1,5,IS6
NZ_CP042290.1,cf11587b827d0ef1caa27660237d81b3,1,1,1,3,IS6
NC_015057.1,cf159befb37dd13c416e1bcc28aa0e96,1,0,0,0,
NZ_CP137197.1,cf175ca48d292a12fe98f28f027a1c76,2,0,0,0,
NZ_CP050119.1,cf1b5e84f20b479a0050462c780f7ab3,2,0,0,0,
NZ_CP081725.1,cf1d2ca68c7c2a2f6fc9a34b183ce03c,5,1,1,2,IS6
NZ_CP010393.1,cf2065285dc9a65cf0e4caf56c1f955e,5,0,0,0,
NZ_CP114793.1,cf22a6dca0eafd7bc7d6eaeb9396418c,1,1,1,3,IS6
NZ_CP015231.1,cf244f9c4b687f1d8466f0744d88ea30,3,1,1,2,IS5
NZ_CP134372.1,cf26bfb21ad8f49496af7c2743b1ba77,2,0,0,0,
NZ_CP042885.1,cf29b375dd907c4ba0bf100c372f1b1d,5,1,1,3,IS66
NZ_CP116429.1,cf2cb563803c1f4ea777e1e6c7aa2cbf,1,0,0,0,
NZ_CP023160.1,cf2fd852dcae1c67aa3af02051bd64a1,1,0,0,0,
NZ_CP044043.1,cf3b56c82382534512814d27a630232b,3,1,1,2,IS1
NZ_CP017445.1,cf3cdc3ebbe0bc7e65e9aa13248e1077,1,0,0,0,
NZ_OY970409.1,cf3fd0738e420ce389ee2910560265ed,1,0,0,0,
NZ_CP028686.1,cf45897ddc066c101d81346dbd5e4903,1,0,0,0,
NZ_CP027359.1,cf4795c8ebb2ca3fc959b56f3fd86e14,2,1,0,1,
NZ_CP060058.1,cf488127996b09c58434643ab55d9270,4,0,0,0,
NZ_CP050847.1,cf52a25b920c912e15b9a95d8aaf6029,2,0,0,0,
NZ_CP019001.1,cf55daa0701e7e639b58e343d42e18de,4,1,2,6,IS1;IS6
NZ_CP133741.1,cf57399e02d22502d8ec6359d56b7183,3,0,0,0,
NZ_AP014570.1,cf5abd382f8a507d0282288ebf3f41f4,1,0,0,0,
NZ_CP092747.1,cf5e9a16f383244e89fccf4898ed5434,3,0,0,0,
NZ_CP006747.1,cf65b761d180d961e16b3bfa08ee124d,3,0,0,0,
NZ_AP023192.1,cf6c243f8c0a2b2d3956960a3fa1c826,4,1,1,3,IS6
NZ_CP140716.1,cf6dce5a2bcbde193cdd35e71571c610,5,0,0,0,
NZ_CP057230.1,cf7000ec828cc1b222eccbfc8e492fab,3,0,0,0,
NZ_CP058718.1,cf70433627c3bf8f9f1a66df4815a1eb,3,1,1,3,IS6
NZ_CP061201.1,cf71a454a46c5491a53cdecfc471752e,7,1,1,3,IS6
NZ_CP048391.1,cf7d368b541d9bb436cc498bf4c42e59,3,1,1,4,IS6
NZ_CP092170.1,cf7d4633a33e17c68290d10224e8ce23,1,0,0,0,
NZ_CP117645.1,cf7f6d0a174a087ff35259d7fc759675,4,1,1,2,IS21
NZ_CP124394.1,cf88fa6b075f353297031bc56b9488a5,1,1,1,2,IS3
NZ_CP124703.1,cf8c1eb0f98ca4e25bcfc1495f845dd5,7,1,1,7,IS6
NZ_CP050857.1,cf8c9fe468605f70075bd2452689d7b9,3,1,1,3,IS3
NZ_LT963406.1,cf8fcefb8fd054204d6434ce41898dd4,2,0,0,0,
NZ_CP104042.1,cf9a7be955bf96ff2c07747f8d6525fc,2,0,0,0,
NZ_CP082334.1,cfa43fb783111ad94634d38ba301db2a,1,0,0,0,
NZ_LR594672.1,cfad39b9d8a9e2abbd48d9be2b767666,3,1,1,2,IS21
NZ_CP140351.1,cfb30eb0a2ee9378ec5b295df64cebc6,1,1,1,3,IS200/IS605
NZ_OW485603.1,cfb3ad1290557c3cc6b682b16e606101,5,1,1,2,new
NZ_CP021680.1,cfb4afec508d3e1e2c837a8ccfa91898,1,0,0,0,
NZ_CP086593.1,cfb6cd42193dcb458dadbc5b7347a7be,1,1,1,2,IS6
NZ_CP022226.2,cfb8953adec9b02c67effb2170c8f5fc,2,1,1,2,IS6
NZ_CP092674.1,cfbfd96e13634a44c6b3420ad72affb6,3,0,0,0,
NZ_CP141562.1,cfc14e36de3bedf754cdf1ad16f5009b,4,0,0,0,
NZ_CP012280.1,cfc2fcbe61ff5f505ac6888273aae34c,1,0,0,0,
NZ_CP128972.1,cfc95ea3288730d4b40b395854c59c6d,1,0,0,0,
NZ_CP067170.1,cfc9c00340e81b93b8cf8219dba9aa1f,1,0,0,0,
NZ_CP132706.1,cfcbbc509d71880cc694dc4f1ae1989c,2,1,1,6,IS6
NZ_CP092479.1,cfccdb054bc3bede986d43237989757f,1,0,0,0,
NZ_CP058749.1,cfd4b024da4b61e8d72a47a4aba51eb7,6,1,1,6,IS6
NZ_CP116155.1,cfd5f24c12e9acbb8760d53ed2d4673a,3,1,1,3,IS6
NZ_CP031549.1,cfd60e5474f15216866f70bf9734d081,3,1,2,3,IS6;IS91
NZ_CP101618.1,cfd8bef6633d9685414df72c8295ee9a,3,1,1,2,IS6
NZ_CP029362.1,cfdd57de38b0b1b3273a92ce9f3460fd,1,0,0,0,
NZ_CP032794.1,cfe34b22bdfdbe6f957d7e781fdcc31d,3,1,1,2,IS66
NZ_CP128565.1,cfe51f5849150e0a08336c5d80e42bb9,3,1,1,13,IS6
NZ_CP021186.1,cfe5a6b30cec64afba103f2a7f5b9486,1,0,0,0,
NZ_CP015730.1,cfe5e3e5b8f75a1f58e7eb901c9b670e,3,0,0,0,
NZ_CP023492.1,cfe95835105530f9a8bdca0c94040547,2,0,0,0,
NZ_OW849065.1,cfec76f150913475bb1c1d2845666e01,4,1,1,5,IS6
NZ_CP085744.1,cff375e8b8ce7efdce03f34d762ce7f6,1,0,0,0,
NZ_CP021215.1,cff566e1c3e8cff53fa0e32969409bb3,3,0,0,0,
NZ_CP065443.1,cffdc6d671fba67701a59a1f8dfd2a55,3,1,1,2,IS6
NZ_CP143281.1,d007f379cc5780a9c8d7b8f17e3e2c62,2,1,1,2,IS1
NZ_CP082332.1,d0095254d2657a1a894e85d238da007a,1,0,0,0,
NZ_CP023426.1,d009694fcba71a0b2e118019e9c52486,2,1,1,4,IS6
NZ_CP085445.1,d00a564c71d7f0c27878b83334f3cd93,1,0,0,0,
NZ_CP080290.1,d00e3fec13f36cb345a98798e2c50336,1,1,1,5,IS6
NZ_AP025884.1,d00e54937c47e349694c6a2ca542f70d,6,1,3,3,IS1;IS3;IS5
NZ_CP065455.1,d01085a93d8b7b5672f6f403bc942b41,1,1,1,2,IS4
NZ_CP041157.1,d010f3a7d4016b509aca1c76a6021cab,3,1,1,2,IS110
NZ_CP122518.1,d010fbcdf80ba6721030df607640ea1e,4,1,1,2,IS6
NZ_CP038350.1,d013079582f8975062655ad08a4272f1,1,0,0,0,
NZ_CP070576.1,d013caa95905f8817b4d64cd463dccce,1,0,0,0,
NZ_CP069194.1,d0148a1c79fb2037cc2194477793676e,1,0,0,0,
NZ_CP119783.1,d01964e1cd6739e768b2f6a96bf3bfd7,1,0,0,0,
NZ_CP051530.1,d020d5061931985857793aafcadb8a07,5,1,0,1,
NZ_AP017611.1,d0245752458266b5dbab4bcb04ebd0bd,4,1,1,2,new
NZ_CP012191.1,d02661dea922e0f15d174bd18a9efb65,2,0,0,0,
NZ_CP089396.1,d0297c6607fe9dc02b7bc35c6ba657f7,2,1,1,2,IS110
NZ_CP024279.1,d036ce73b982620ae83e45e608846615,2,0,0,0,
NZ_CP119345.1,d0390e55fd1854fe505cb5c1ccddb332,1,1,1,2,IS256
NZ_CP133904.1,d03bb2855d1384c5bd422971dd29bc1a,1,1,1,2,IS5
NZ_LT599053.1,d03d5d3e96bf2ee3eb29d23c12898683,3,0,0,0,
NZ_AP027964.1,d03f522a57688a6a5436c7d54960e491,3,1,1,2,IS6
NC_009349.1,d03fe844b5ae228654232d621a673e4d,3,0,0,0,
NZ_CP107328.1,d04406c947c729395a14529600929120,4,1,2,2,IS1;IS5
NZ_CP070517.1,d0458a80ce59012b9b742c999a83446a,1,0,0,0,
NZ_CP011296.1,d045dc557a8fd9c54e1ff91c3f8b16cb,3,0,0,0,
NZ_CP013339.1,d048caf76963dc6c2d77ef1aa2c585e5,4,0,0,0,
NZ_CP018329.1,d05218086356d2147091a096080f3ac7,1,0,0,0,
NZ_CP027764.1,d05b0b174750733313a1d9e0bf766ec3,3,0,0,0,
NZ_CP031563.1,d05ef082ea71f955debe3f40786e17b6,5,1,1,3,IS6
NZ_AP023365.1,d05f0a91cd23c33856d0af6643c27c1f,1,0,0,0,
NZ_CP032195.1,d062c86b60f6ebf59bb457fdf6473c86,4,1,1,2,IS6
NZ_CP033775.1,d06978fcbae630b3facd0a779db51e95,1,1,1,2,IS6
NZ_CP125782.1,d06d1b46652e886b087b03e894470672,1,1,1,2,IS6
NZ_CP116548.1,d07ae5d7722741d634b5dcc2fa2d258b,1,1,1,2,IS6
NZ_CP034788.1,d07f1de7f9362466cc25aaf54eab43d4,4,1,1,4,IS6
NZ_CP065362.1,d086a5576b4e51f9a5e79b50f684f1e5,1,1,1,2,IS110
NZ_CP012835.1,d08a07fad2d4edecacdcfa3581dce664,1,0,0,0,
NZ_CP117330.1,d08e66cb943c6a063a775c12fcbefe13,3,0,0,0,
NZ_CP117588.1,d08ee790a1e09489699033645d9fc581,2,1,1,2,IS66
NZ_CP015280.1,d0966f93caef99d1cef65a885fd17410,1,0,0,0,
NZ_CP027785.1,d0977f98794c81c6b5cb43cca1b61790,1,0,0,0,
NZ_OW967265.1,d098d4e4ab6485f9c91df36e763bf404,3,1,1,2,IS6
NZ_OY725717.1,d09b922277ffe6cf323a592c8bf6864e,5,1,1,2,IS256
NZ_CP035867.1,d09e0a7836adcb5e39c33a892be79d64,3,0,0,0,
NZ_CP013555.1,d0a0a236371c735936f0845621edced6,5,0,0,0,
NZ_CP043527.1,d0a2b11fc7164a662b6d7de50fae4616,1,0,0,0,
NZ_CP082157.1,d0a4ab11c6fc64b0c0183bea8dee19bb,2,1,1,2,IS1
NZ_CP069220.1,d0aa405f90ea9bda588ca8ac12a88240,1,0,0,0,
NZ_CP021730.1,d0ac4d382168d42be2a4bf5a78a85856,1,0,0,0,
NZ_CP013797.1,d0ac73c79bfbb036f87b3673b1370684,6,1,2,4,IS5;IS6
NZ_CP074049.1,d0afda104980d6bfb488a7a96dc48b02,4,1,1,2,IS6
NZ_CP079854.1,d0b163d574a0d2668fb5812e81b72cd5,2,1,1,2,IS91
NZ_AP014681.1,d0b594c326c452426abd6ba6d86652d7,2,0,0,0,
NZ_CP104752.1,d0b8f747b3b695a9b30b337e627bdeb0,2,0,0,0,
NZ_CP086818.1,d0ba7bd935ea719ca984fa1db418afc7,4,0,0,0,
NZ_CP069964.1,d0ba8f7139f483bce77ef3cf979400e3,7,1,1,3,IS6
NZ_CP028560.1,d0bd1eceb0de0e448f22a2ffcb111748,7,1,3,2,IS1;IS3;ISNCY
NZ_CP079957.1,d0c309893884700cdf31f73e9e3c1cc6,1,0,0,0,
NZ_CP099536.1,d0c3b0e9e85bd1a4b749175689b7d88b,1,0,0,0,
NZ_CP097260.1,d0c6e0a72b7dda1a360c89bc3adaec2b,1,0,0,0,
NZ_CP022359.1,d0c8bcbe28e6d607cbfcc59fd839d123,3,1,1,4,IS6
NZ_OY725958.1,d0c97c10ebb1012dc9d9314ea6e827a9,1,0,0,0,
NZ_CP086931.1,d0c995d6a37954a1b2ab3d65abf95f5e,3,0,0,0,
NZ_CP010645.1,d0cd357bce8821767305682a1db39f31,4,0,0,0,
NZ_CP015530.1,d0d1512abdd9991b21a29e78e6484d3a,1,0,0,0,
NZ_CP120669.1,d0d18f88ff7f9511684f5d812cd0044f,2,0,0,0,
NZ_AP022988.1,d0d2d898eb122d337edce38b30b7cc8a,4,0,0,0,
NZ_CP012290.1,d0d4168c5ec113cb6d0f396686c40c36,2,0,0,0,
NZ_CP093292.1,d0d64646d1395de76b64db0ba4a5586c,3,0,0,0,
NZ_CP056823.1,d0d9a066060c6d7b311325c4c9f55b5f,6,1,1,2,IS6
NZ_CP102894.1,d0dba6d7a76504f36d79ace6b180767a,6,0,0,0,
NZ_CP097007.1,d0dc2fa722fdfb795dd294c5eaa7f19b,1,1,1,2,IS6
NZ_CP053693.1,d0ddd49194906396f427470c2b0b2810,6,1,2,2,IS6;IS91
NZ_CP085507.1,d0dec4e1bf2f5356c68db3a39c190884,2,0,0,0,
NZ_CP138524.1,d0e5d5e7910babc68565437909b9f2c3,6,1,1,2,IS5
NZ_CP053909.1,d0e69741ce2283a0b9c2ee0c2a57dbe3,1,0,0,0,
NZ_CP044238.1,d0ebdbc5c63f25dfbc24cd5139b0c3b5,3,0,0,0,
NZ_CP061381.1,d0eeed35f06558da18be0a293857fecb,5,1,0,1,
NZ_CP102834.1,d0f10b93b29dd15784689e4d2b91fa19,2,1,1,4,IS6
NZ_CP036181.1,d0f5250b0229f7033c1d7cfe3cd44cbd,1,1,1,2,IS6
NZ_CP084869.1,d0f64a8f7cbe9865a4b4737323d3db01,5,1,1,2,IS5
NZ_CP101744.1,d1012eba28b95315c334df4859624639,3,1,2,3,IS3;IS91
NZ_CP126274.1,d1013e0795c82be005f4408b87747479,1,0,0,0,
NZ_CP036116.1,d102e7d2766ba4711457208d0048bacd,1,0,0,0,
NZ_CP018471.1,d104222b4bf23e367269aadda07c3419,1,1,1,3,IS6
NZ_CP084409.1,d106e2edf1d6eb77a6cdb3a9cc0df12a,1,0,0,0,
NZ_CP115305.1,d1194cc6675e04ef9ca9dd1bb5e9cad3,2,0,0,0,
NZ_CP061964.1,d1225c08df0971acada42438551b2f48,2,1,1,2,IS1
NC_009507.1,d124c56dfeeb89d0a4ac249c29f04f6c,1,0,0,0,
NZ_CP018660.1,d129749a030267abba43f830bba6f3ea,1,0,0,0,
NZ_CP042895.1,d12ad968cd376b7ed475025d01a71c17,5,1,1,5,IS6
NZ_CP091053.1,d12b25a96fb0f36825920503e04cfd23,1,0,0,0,
NZ_CP056587.1,d12db90ee6b4a4cf3e758228215b194b,4,1,2,3,IS110;IS6
NZ_CP071509.1,d1330a6299c3823b02c6d9dd290fd1ec,1,0,0,0,
NC_020522.1,d133b039445293e7fd631882030a216e,1,0,0,0,
NZ_CP091223.1,d136c03f3ab555a64dffcd4365179388,1,1,1,2,IS6
NZ_CP047899.1,d13f97127581eccf39109dfca2031fbc,1,0,0,0,
NZ_AP025141.1,d14416ec0dc38daf2522875f4c35213c,1,0,0,0,
NZ_CP070974.1,d14d6081f5b3d047cd63b20621823183,2,1,1,4,IS3
NZ_CP029138.1,d14fc660562cab9be0232ac4f0d56e43,2,1,0,1,
NZ_CP093454.1,d150bb113c1e9be76a71df456251a545,4,1,1,3,IS6
NC_008043.1,d15539d5dfd361377adc4378f6cee4f8,1,1,1,2,IS3
NZ_CP042995.1,d159f8208e02248e0a876d816bc7b487,3,1,1,2,IS5
NC_011982.1,d16778de370a6172140555eee0c7701b,7,1,3,3,IS5;IS630;IS66
NZ_CP043951.1,d16bbeb15b33344045900c6bee859a35,2,0,0,0,
NZ_CP077783.1,d16c1a4579caf39f5906c421f2d7ab5a,3,1,1,5,IS6
NZ_CP127515.1,d16cf5666520b831032ada0dab75ae4d,4,1,3,7,IS1;IS6;IS91
NZ_CP072272.1,d17003415f675f626658abb6820be9de,1,1,1,2,IS30
NZ_CP138645.1,d175803086bb9c71ed30b8a0611f36b2,1,0,0,0,
NZ_CP067300.1,d179592fb55016e9b52d3660a6fe8c69,5,1,1,3,IS6
NZ_CP100703.1,d17a4b62d40695a68d300d8c3b1aff6e,2,1,1,5,IS6
NZ_CP115168.1,d17b71910b04f92c02a90f81d811b7c1,1,1,1,2,IS630
NZ_CP142997.1,d17bce3fc6b40f0702632991936713de,1,0,0,0,
NZ_CP121654.1,d185b585c6aa7aa8a40770334e05778c,5,0,0,0,
NZ_CP103700.1,d18767053cc64fce00ac020652430111,8,1,1,5,IS6
NZ_CP110651.1,d195002bae1b658787014a1f3cbc34e3,6,1,1,2,IS256
NZ_CP024449.1,d1951fbb920695d2612c46f6a2fc0160,1,0,0,0,
NZ_CP010120.1,d199d95ab094c2f44723bceb85cc82ee,2,0,0,0,
NZ_CP136245.1,d19bb3063d34aeeb6fe94a51bcdf1385,3,1,1,2,IS5
NZ_CP041085.1,d19e06dd2249f247ad6c4118dbbab930,2,1,1,2,IS1
NZ_CP038173.1,d19fddc8e75f1c4b39ae57744c838f15,2,0,0,0,
NZ_CP098802.1,d1a01f944e7733423dd306bf278c78f0,7,1,1,2,IS66
NZ_CP114363.1,d1a0937b9d049d7cf4e000f38d7d3cb8,3,0,0,0,
NZ_CP065930.1,d1a31821e5ecdf927ac8a6d8e4e1d00c,1,0,0,0,
NZ_CP070163.1,d1b3eba309349fb729610bbe100c72f9,3,0,0,0,
NZ_LT222315.1,d1b64c7b10ef84eddb3b9c9018839874,3,1,0,1,
NC_008381.1,d1bcd3d486f346659244ed42411b95bf,4,0,0,0,
NZ_CP144139.1,d1bd2f9dad98e0770501393e2186078a,1,1,1,5,IS6
NZ_CP035268.1,d1bec7fedb46e254e7b792f9b43af5b9,1,0,0,0,
NZ_CP116963.1,d1c2931afbf633da68deabd5e39c220b,2,1,1,2,IS6
NZ_CP080592.1,d1c3dbe83b2ba1be00a214f5593474fa,3,1,1,2,IS6
NZ_CP070411.1,d1ceab67af74bf047cc4d51b48a3d9dd,4,1,1,3,IS6
NZ_CP122623.1,d1d094fb34779d749e166b3cd9e2d6d1,2,1,1,3,IS91
NZ_CP096699.1,d1d2c671cc5545620bd3d011d9084cbf,1,0,0,0,
NZ_CP028837.1,d1d322b86d35057cc06ce0ce76fadaa2,1,0,0,0,
NZ_CP065345.1,d1d65fdb39a173b3d2f1c2031715fd7f,3,0,0,0,
NZ_CP129753.1,d1d6b6133bae53cdc451223c7049b30e,2,1,1,3,IS6
NZ_CP121117.1,d1d6bd903f9128bdfe802e8efb1c0bea,2,1,1,2,IS3
NZ_CP027106.1,d1d8610bca617d78249af81194451d46,5,0,0,0,
NZ_CP129516.1,d1da5731ec5cbb38821a534a721fd302,5,1,2,3,IS5;IS6
NZ_CP035885.1,d1e56ecc23104dc0af7192761a2b25bc,5,1,1,3,IS66
NZ_CP096119.1,d1e730eb1a79e666891d8ebf12f85d20,4,1,1,3,IS6
NZ_CP013550.1,d1ea0b50e283e89cf6c6b3fa0b850c9f,6,1,0,1,
NZ_CP137230.1,d1eb12a374c02d0b4b992db4df5ec69d,1,1,1,3,IS6
NZ_CP083086.1,d1ed9d575386a197db3344d2938b08d5,4,1,1,2,IS21
NZ_CP022051.2,d1f0b0d4c5f9c7361fd766908e271cbe,1,1,1,2,IS3
NZ_CP024509.1,d1f8b33c23532f2dcf7b0d425dce71b2,4,1,1,4,IS6
NZ_CP090548.1,d1f9fc07c3655ae30a2058c8964de8ac,1,0,0,0,
NZ_CP140889.1,d1fa33fdb4a50dfa89df922e18b2c3ce,2,0,0,0,
NZ_CP032447.1,d1fe53f64537d7f787e4434d01c71685,1,0,0,0,
NZ_CP042916.1,d2009ae442256074e269e7694d26c229,1,1,1,2,new
NZ_CP098785.1,d2020365df161a82bd8872d59cefbfe6,1,0,0,0,
NZ_CP084414.1,d2039d460eb3eb99c3f899189685133b,1,0,0,0,
NZ_CP089852.1,d20433f6ff6999f46f81a4c03c3753fe,3,1,1,3,IS6
NZ_CP053871.1,d2057a0452d5a3a153d7671b1fca8888,1,0,0,0,
NZ_CP038379.1,d2060e5ba81740ef6be08eb2e278f0ff,1,0,0,0,
NZ_CP056884.1,d20747bd79c63de132b2b6c71b6e1988,4,1,1,2,IS6
NZ_CP017104.1,d20df275fb45ebadb5337781ecd67c3b,7,0,0,0,
NZ_CP063472.1,d20feb5840591e12184d954f09b9b699,2,0,0,0,
NC_021910.1,d211d66dc8f76b94aa145ee24840850f,1,0,0,0,
NZ_CP090604.1,d21587cc2eba3d39eddd3d596940156d,2,1,1,2,IS256
NZ_CP084270.1,d219a4f7328866d4f5424e0292319f79,5,1,4,6,IS21;IS3;IS5;IS66
NZ_CP040783.1,d21b5830531682fbb6e5723c53674f4b,4,0,0,0,
NZ_LR135228.1,d21e9d29a668d8cdc10532ff5845312a,1,1,1,2,IS6
NZ_CP091214.1,d22368d889b148868a4302e58b71eeef,6,1,1,3,IS256
NZ_CP109840.1,d227876bd9cdd4b47ad6be53a8672943,1,1,1,2,IS6
NZ_CP067308.1,d22a6732a6f30409fc5b7b03c4eec024,3,1,1,3,IS6
NZ_CP097985.1,d22cf219598aa90935a250633be94b37,1,1,1,3,IS256
NZ_CP070038.1,d22d0f72fd6542a4c4b1f1fdc5641a24,4,1,1,2,IS5
