accession,rohan_transposase_count,isescan_is_copies,isescan_complete,isescan_partial
NZ_CP032685.1,12,15,8,7
NZ_CP125350.1,16,27,18,9
NZ_CP125348.1,6,7,4,3
NZ_CP125347.1,5,6,5,1
NZ_CP125346.1,9,9,9,0
NZ_CP036010.1,2,2,2,0
NZ_CP036012.1,21,15,11,4
NZ_CP062726.1,5,7,3,4
NZ_CP073113.1,6,4,1,3
NC_016942.1,3,2,2,0
NZ_CP014009.1,16,27,14,13
NZ_CP061833.1,20,27,16,11
NZ_CP061834.1,7,9,6,3
NZ_CP099835.1,10,16,11,5
NZ_CP099836.1,9,8,6,2
NZ_CP017081.1,1,2,1,1
NZ_CP071877.1,13,17,11,6
NZ_CP082878.1,1,1,0,1
NZ_CP082879.1,1,1,0,1
NZ_CP015450.1,4,8,4,4
NZ_CP091905.1,7,5,4,1
NZ_CP008715.1,11,12,10,2
NZ_CP115001.1,28,23,21,2
NZ_CP115002.1,4,4,3,1
NZ_CP016589.1,19,23,19,4
NZ_CP016590.1,9,14,9,5
NZ_CP083456.1,5,8,2,6
NZ_CP083457.1,27,28,15,13
NZ_CP083458.1,5,4,2,2
NZ_CP083459.1,20,21,11,10
NZ_CP083460.1,8,7,3,4
NZ_CP110815.1,19,22,17,5
NZ_CP062732.1,8,8,5,3
NZ_CP018244.1,5,7,3,4
NZ_CP014414.1,3,5,3,2
NZ_CP082851.1,1,1,1,0
NZ_LR213456.1,40,74,29,45
NZ_LR213457.1,7,7,5,2
NZ_CP028853.1,10,12,7,5
NZ_CP028854.1,1,1,1,0
NZ_CP028851.1,15,10,4,6
NZ_CP028852.1,16,21,11,10
NZ_CP115010.1,12,10,9,1
NZ_CP115011.1,3,2,2,0
NZ_CP115012.1,8,7,5,2
NZ_CP115013.1,5,5,4,1
NZ_CP015135.1,8,8,5,3
NZ_AP024512.1,1,0,0,0
NZ_CP064276.1,1,0,0,0
NZ_CP107427.1,19,23,19,4
NZ_CP107428.1,16,16,14,2
NZ_CP064233.1,15,20,10,10
NZ_CP064234.1,6,7,5,2
NZ_CP093017.1,9,7,4,3
NZ_AP023312.1,14,16,14,2
NZ_AP017611.1,13,23,15,8
NZ_AP017613.1,5,2,2,0
NZ_AP017614.1,1,1,1,0
NZ_CP092849.1,4,2,1,1
NZ_CP092850.1,1,0,0,0
NZ_CP060934.1,13,20,14,6
NZ_CP060935.1,2,1,0,1
NZ_CP060936.1,5,5,4,1
NZ_CP128436.1,6,2,0,2
NZ_CP128437.1,2,1,1,0
NZ_CP041438.1,1,1,1,0
NZ_CP124461.1,12,15,10,5
NZ_CP124462.1,4,3,2,1
NZ_CP124463.1,1,1,1,0
NZ_CP124464.1,2,0,0,0
NZ_CP075605.1,13,11,11,0
NZ_CP075606.1,2,1,1,0
NZ_CP075607.1,3,2,2,0
NZ_CP075608.1,2,2,2,0
NZ_CP018255.1,5,6,5,1
NZ_CP015737.1,1,1,1,0
NZ_CP015738.1,5,4,3,1
NZ_CP015739.1,2,1,1,0
NZ_CP015740.1,2,1,1,0
NZ_CP015741.1,15,15,5,10
NZ_CP015742.1,5,10,6,4
NZ_CP015743.1,15,15,8,7
NZ_CP015744.1,1,0,0,0
NZ_CP015745.1,9,8,7,1
NZ_CP015746.1,9,5,3,2
NZ_CP015747.1,5,5,1,4
NZ_CP015748.1,4,4,2,2
NZ_CP031226.1,4,1,0,1
NZ_CP031227.1,10,5,5,0
NZ_CP031228.1,10,7,5,2
NZ_CP064066.1,5,4,2,2
NZ_CP119134.1,12,13,3,10
NZ_CP119135.2,3,4,2,2
NZ_CP134634.1,9,12,9,3
NZ_AP022487.1,8,6,5,1
NZ_AP022488.1,11,10,8,2
NZ_CP026724.1,6,15,5,10
NZ_CP026726.1,1,1,0,1
NZ_CP026727.1,4,5,3,2
NZ_CP026794.1,35,82,34,48
NZ_CP132317.1,9,21,9,12
NZ_CP132318.1,7,5,3,2
NZ_CP132319.1,1,0,0,0
NZ_CP132320.1,10,8,3,5
NZ_CP029278.1,4,8,1,7
NZ_CP029279.1,9,10,10,0
NZ_CP030025.1,6,7,3,4
NZ_LR890292.1,17,22,16,6
NZ_LR890293.1,3,2,1,1
NZ_LR890294.1,10,11,9,2
NZ_LR890295.1,1,0,0,0
NZ_CP099631.1,1,2,1,1
NZ_CP066186.1,2,0,0,0
NZ_CP083820.1,9,10,8,2
NZ_CP039464.1,3,4,4,0
NZ_CP071253.1,15,20,15,5
NZ_CP071254.1,1,1,0,1
NZ_CP071255.1,4,4,4,0
NZ_CP071256.1,8,8,6,2
NZ_LR025100.1,4,4,4,0
NZ_CP117638.1,13,25,11,14
NZ_CP117639.1,1,1,1,0
NZ_CP117640.1,15,12,7,5
NZ_CP023015.1,21,18,13,5
NZ_CP059891.1,15,17,13,4
NZ_CP059890.1,5,6,5,1
NZ_CP024907.1,20,30,15,15
NZ_CP049844.1,1,1,0,1
NZ_CP049840.1,11,14,9,5
NZ_CP141813.1,3,1,0,1
NZ_CP096286.1,8,6,3,3
NZ_LN854558.1,5,8,4,4
NZ_LN854559.1,2,6,4,2
NZ_CP065785.1,7,5,4,1
NZ_CP065786.1,2,2,2,0
NZ_CP011480.1,21,21,12,9
NZ_CP011481.1,5,4,1,3
NZ_CP014675.1,30,42,22,20
NZ_CP014676.1,4,2,2,0
NZ_CP014677.1,12,23,7,16
NZ_CP014679.1,6,6,3,3
NZ_CP014680.1,6,9,6,3
NZ_CP140099.1,7,7,6,1
NZ_CP140100.1,5,4,2,2
NZ_CP065371.1,4,10,6,4
NZ_CP065372.1,4,4,3,1
NZ_CP076046.1,2,1,1,0
NZ_CP076047.1,48,107,57,50
NZ_CP122661.1,15,19,6,13
NZ_CP122662.1,4,5,3,2
NZ_CP122663.1,1,1,1,0
NZ_CP122664.1,3,4,2,2
NZ_CP122665.1,7,4,3,1
NC_019957.1,3,2,0,2
NC_019959.1,1,0,0,0
NZ_CP011399.1,8,7,6,1
NZ_CP086527.1,4,4,3,1
NZ_CP086528.1,3,3,2,1
NZ_CP026133.1,15,14,13,1
NZ_CP026135.1,14,16,11,5
NZ_CP100545.1,12,14,10,4
NZ_CP100546.1,5,7,6,1
NZ_CP100549.1,5,4,4,0
NZ_CP024844.1,2,2,2,0
NZ_CP036138.1,19,19,16,3
NZ_CP015022.1,3,8,5,3
NZ_CP062197.1,1,0,0,0
NZ_CP081847.1,7,6,6,0
NZ_CP137509.1,3,3,3,0
NZ_CP059817.1,38,51,34,17
NZ_CP059818.1,5,5,5,0
NZ_CP059819.1,10,9,6,3
NZ_CP059820.1,2,1,1,0
NZ_CP045846.1,16,18,15,3
NZ_CP015441.1,2,2,1,1
NZ_CP053812.1,2,2,2,0
NZ_CP115814.1,4,3,3,0
NZ_CP098696.1,3,3,3,0
NZ_CP072230.1,6,3,2,1
NZ_CP044259.1,23,23,21,2
NZ_CP064699.1,5,10,5,5
NZ_CP064700.1,4,14,4,10
NZ_AP024606.1,4,14,3,11
NZ_CP026151.1,11,13,11,2
NZ_CP026152.1,10,10,8,2
NZ_CP029580.1,27,32,25,7
NZ_CP026474.1,17,20,15,5
NZ_CP026475.1,1,0,0,0
NZ_CP026476.1,4,5,3,2
NZ_CP116719.1,3,0,0,0
NZ_CP033248.1,7,8,7,1
NZ_CP009112.1,67,70,42,28
NZ_CP009113.1,1,1,1,0
NZ_CP042005.1,3,3,1,2
NZ_CP042004.1,4,3,1,2
NZ_CP031147.1,1,3,1,2
NZ_CP031149.1,5,7,4,3
NZ_CP030109.1,6,6,5,1
NZ_CP011251.1,1,1,0,1
NC_018696.1,27,29,12,17
NZ_CP129848.1,19,19,16,3
NZ_CP095729.1,1,0,0,0
NZ_CP031474.1,1,2,1,1
NZ_CP063852.1,10,30,13,17
NZ_CP063854.1,4,2,2,0
NZ_CP063855.1,3,7,5,2
NZ_AP019412.1,6,6,5,1
NZ_AP019413.1,2,0,0,0
NZ_CP033579.1,5,31,7,24
NZ_CP044404.1,9,10,4,6
NZ_CP044402.1,3,3,2,1
NZ_CP022016.1,7,9,5,4
NZ_CP135284.1,1,7,3,4
NZ_CP045473.1,2,2,2,0
NZ_CP010149.1,18,27,18,9
NZ_CP027578.1,16,17,4,13
NZ_CP051332.1,35,28,16,12
NZ_CP051335.1,26,20,17,3
NZ_CP082226.1,1,2,2,0
NZ_CP133211.1,19,19,14,5
NZ_CP021026.1,1,2,2,0
NZ_CP021027.1,29,42,19,23
NZ_CP021028.1,4,3,2,1
NZ_CP021029.1,3,3,1,2
NZ_CP048345.1,7,17,14,3
NZ_CP048346.1,3,4,1,3
NZ_CP048347.1,4,5,1,4
NC_021732.1,6,5,4,1
NZ_CP124825.1,21,25,18,7
NZ_CP124826.1,4,4,4,0
NZ_CP130104.1,16,13,8,5
NZ_CP046573.1,24,22,14,8
NZ_CP046574.1,56,62,40,22
NZ_CP046575.1,7,8,4,4
NZ_AP022327.1,20,20,15,5
NZ_AP022328.1,3,2,2,0
NZ_CP103392.1,3,6,5,1
NZ_CP103393.1,4,6,3,3
NZ_CP103394.1,4,4,3,1
NZ_CP103395.1,3,4,0,4
NZ_CP103396.1,1,1,0,1
NZ_CP035175.1,6,17,11,6
NZ_CP035176.1,4,5,4,1
NZ_CP035178.1,1,1,0,1
NZ_CP047011.1,18,21,13,8
NZ_CP047012.1,7,7,3,4
NZ_CP047015.1,1,1,1,0
NZ_CP094270.1,18,15,10,5
NZ_CP094271.1,9,12,10,2
NZ_CP024312.1,6,3,1,2
NZ_CP024313.1,17,13,5,8
NZ_CP024314.1,28,27,16,11
NZ_CP029127.1,7,12,5,7
NZ_CP099974.1,2,2,1,1
NZ_CP083033.1,12,16,12,4
NZ_CP083034.1,19,15,8,7
NZ_CP129201.1,21,19,11,8
NZ_CP140004.1,20,29,15,14
NZ_AP022413.1,23,27,20,7
NZ_AP022414.1,1,0,0,0
NZ_AP022415.1,1,0,0,0
NZ_CP100138.1,21,17,12,5
NZ_CP100139.1,34,29,18,11
NZ_CP129983.1,5,8,3,5
NZ_CP010187.1,3,9,1,8
NZ_CP073049.1,10,2,1,1
NZ_CP073050.1,12,11,8,3
NZ_CP070065.1,10,12,6,6
NZ_LR135227.1,31,33,23,10
NZ_LR135228.1,2,3,3,0
NZ_LR135229.1,1,1,1,0
NZ_LR135230.1,15,12,10,2
NZ_CP012295.1,2,1,1,0
NZ_CP012296.1,8,9,3,6
NZ_CP011583.1,14,10,9,1
NZ_CP011582.1,5,1,1,0
NZ_CP109970.1,13,14,7,7
NZ_CP109972.1,4,3,3,0
NZ_CP014900.1,3,3,0,3
NZ_CP014901.1,1,2,1,1
NZ_CP014903.1,10,11,5,6
NZ_CP014904.1,2,1,1,0
NZ_CP014905.1,2,2,1,1
NZ_CP093277.1,3,4,3,1
NZ_CP093278.1,9,11,9,2
NZ_CP093279.1,2,0,0,0
NZ_OX460328.1,2,3,1,2
NZ_OX460327.1,2,3,3,0
NZ_CP040126.1,14,12,10,2
NZ_CP010727.1,6,4,2,2
NZ_CP010728.1,5,5,2,3
NZ_CP010729.1,3,9,5,4
NZ_CP066976.1,10,8,8,0
NZ_CP064315.1,10,10,6,4
NZ_CP023205.1,35,32,19,13
NZ_CP023206.1,8,6,3,3
NZ_CP023207.1,7,5,3,2
NC_017919.1,2,0,0,0
NZ_CP003952.1,1,1,1,0
NZ_CP003954.1,1,1,1,0
NZ_CP003957.1,3,5,2,3
NZ_CP003958.1,1,1,1,0
NZ_CP012835.1,3,3,2,1
NZ_CP064043.1,2,1,1,0
NZ_CP011808.2,75,95,57,38
NZ_CP011809.2,25,30,24,6
NZ_CP123919.1,4,3,3,0
NZ_CP123920.1,3,9,5,4
NZ_CP129741.1,10,11,6,5
NZ_CP129740.1,4,2,2,0
NZ_CP129742.1,15,14,12,2
NZ_CP071400.1,5,7,3,4
NZ_CP071401.1,1,6,1,5
NZ_CP071402.1,15,24,12,12
NZ_CP071403.1,1,0,0,0
NZ_CP062837.1,21,29,10,19
NZ_CP062836.1,11,9,6,3
NZ_CP062833.1,7,4,2,2
NZ_CP015204.1,3,1,1,0
NZ_CP015205.1,1,2,0,2
NZ_CP015203.1,25,27,18,9
NZ_CP011296.1,9,16,6,10
NZ_CP011297.1,6,7,3,4
NZ_CP011298.1,3,3,3,0
NC_017657.1,6,6,3,3
NC_017654.1,2,1,0,1
NZ_CP123972.1,14,9,8,1
NZ_CP123973.1,13,13,12,1
NZ_CP022264.1,5,5,3,2
NZ_CP022266.1,4,2,2,0
NZ_CP022265.1,1,1,1,0
NZ_CP103330.1,29,29,20,9
NZ_CP103331.1,12,16,11,5
NZ_CP103332.1,2,2,1,1
NZ_CP103333.1,1,1,1,0
NZ_CP038948.1,77,98,49,49
NZ_CP038949.1,14,14,7,7
NZ_CP038950.1,8,7,4,3
NZ_CP038951.1,14,13,4,9
NZ_CP019987.1,10,10,9,1
NZ_CP103622.1,19,19,13,6
NZ_CP099891.1,7,8,3,5
NZ_CP140808.1,4,4,4,0
NZ_CP140809.1,3,10,5,5
NZ_CP100745.1,25,30,23,7
NZ_CP035155.1,5,8,4,4
NZ_CP088263.1,14,20,11,9
NZ_CP017309.1,3,3,1,2
NZ_AP025594.1,11,11,11,0
NZ_AP025595.1,2,2,2,0
NZ_CP050681.1,32,32,19,13
NZ_CP050682.1,2,2,2,0
NZ_CP027318.1,17,25,10,15
NZ_CP096256.1,87,97,70,27
NZ_CP096257.1,20,28,13,15
NZ_CP010126.1,6,11,3,8
NZ_CP070971.1,8,6,5,1
NZ_CP070972.1,5,5,4,1
NZ_CP067418.1,79,63,54,9
NZ_CP067419.1,1,1,1,0
NZ_CP015006.1,1,1,1,0
NZ_CP015007.1,10,14,5,9
NZ_CP015008.1,3,3,2,1
NZ_CP015009.1,2,5,2,3
NZ_CP046442.1,1,3,0,3
NZ_CP046443.1,3,1,1,0
NZ_CP022035.1,10,9,4,5
NZ_CP050123.1,4,7,5,2
NZ_CP050122.1,18,19,14,5
NZ_CP038994.1,5,6,3,3
NZ_CP038993.1,19,17,16,1
NZ_CP071437.1,7,9,5,4
NZ_CP080137.1,4,7,5,2
NZ_CP080138.1,2,1,1,0
NZ_CP080135.1,10,15,12,3
NZ_CP080134.1,8,10,7,3
NZ_CP080254.1,1,3,1,2
NZ_CP070963.1,16,14,9,5
NZ_AP022239.1,2,2,2,0
NC_020303.1,6,5,4,1
NZ_CP095427.1,16,19,12,7
NZ_CP013056.1,13,15,10,5
NZ_CP013057.1,8,4,3,1
NZ_CP013058.1,4,2,1,1
NZ_CP013059.1,3,2,2,0
NZ_CP018660.1,4,4,3,1
NZ_CP090307.1,7,10,6,4
NZ_CP090306.1,7,6,6,0
NZ_CP090308.1,5,5,4,1
NZ_CP120354.1,2,4,1,3
NC_022902.1,1,1,0,1
NC_022903.1,2,2,1,1
NZ_CP075882.1,32,39,23,16
NZ_CP075883.1,26,23,17,6
NZ_CP057151.1,2,2,2,0
NZ_CP036021.1,14,17,13,4
NZ_CP036020.1,2,3,1,2
NZ_CP137492.1,1,0,0,0
NZ_CP056400.1,22,22,16,6
NZ_CP056401.1,4,2,2,0
NZ_CP056402.1,7,10,6,4
NZ_CP124969.1,9,6,5,1
NZ_CP107900.1,9,8,2,6
NZ_CP107901.1,5,4,2,2
NZ_CP140418.1,9,7,4,3
NZ_CP053635.1,3,4,4,0
NZ_CP021147.1,1,0,0,0
NZ_CP021148.1,4,4,3,1
NZ_CP021149.1,7,12,4,8
NZ_CP119735.1,17,12,12,0
NZ_CP119736.1,16,14,3,11
NZ_CP119737.1,3,2,2,0
NZ_CP119738.1,12,7,5,2
NZ_CP119739.1,20,27,9,18
NZ_CP120569.1,6,11,3,8
NZ_CP065940.1,23,21,19,2
NZ_CP091126.1,23,23,22,1
NZ_CP091127.1,17,20,15,5
NZ_CP135214.1,3,3,1,2
NZ_CP135213.1,4,1,1,0
NZ_CP018261.1,5,16,3,13
NZ_CP014995.1,1,2,1,1
NZ_CP103568.1,16,23,14,9
NZ_CP072855.1,3,4,1,3
NZ_CP013758.1,2,4,1,3
NZ_CP013759.1,9,13,2,11
NZ_CP013760.1,12,13,3,10
NZ_CP013761.1,69,88,40,48
NZ_CP039905.1,21,28,15,13
NZ_CP039906.1,4,1,0,1
NZ_AP025247.1,14,23,10,13
NZ_AP023274.1,7,22,11,11
NZ_AP023275.1,26,30,19,11
NZ_CP071207.1,6,5,4,1
NZ_CP049949.1,7,7,5,2
NZ_CP049948.1,4,4,4,0
NZ_CP126326.1,1,1,0,1
NZ_CP126327.1,1,2,0,2
NZ_CP114585.1,25,26,19,7
NZ_CP063154.1,8,12,3,9
NZ_CP063156.1,1,1,1,0
NZ_CP117245.1,3,3,2,1
NZ_LR861806.1,1,0,0,0
NZ_AP028368.1,2,1,1,0
NZ_CP048779.1,14,15,11,4
NZ_CP048780.1,12,17,11,6
NZ_CP048781.1,3,2,1,1
NZ_CP060734.1,16,14,9,5
NZ_CP060735.1,1,0,0,0
NZ_CP107984.1,3,3,0,3
NZ_CP099577.1,1,1,1,0
NZ_CP016942.1,10,13,8,5
NZ_LR214973.1,1,2,2,0
NZ_CP018299.1,13,13,11,2
NZ_CP048287.1,5,6,5,1
NZ_AP022851.1,1,1,1,0
NZ_CP039586.1,3,3,2,1
NZ_CP039587.1,1,1,1,0
NZ_CP074034.1,6,7,4,3
NZ_CP074036.1,2,5,2,3
NZ_CP077669.1,3,5,2,3
NZ_CP116439.1,3,3,3,0
NZ_CP102436.1,29,39,27,12
NZ_CP102437.1,25,25,20,5
NZ_CP080771.1,1,1,1,0
NZ_LR890375.1,26,33,23,10
NZ_LR890376.1,7,7,2,5
NZ_LR890377.1,2,2,1,1
NZ_LR828258.1,4,3,2,1
NZ_LR828260.1,2,3,2,1
NZ_LR828259.1,1,3,2,1
NZ_CP024181.1,11,9,3,6
NZ_CP024182.1,3,3,2,1
NZ_CP024183.1,7,11,4,7
NZ_CP024184.1,4,6,2,4
NZ_CP018643.1,7,5,3,2
NZ_CP103211.1,2,0,0,0
NZ_CP115953.1,14,25,13,12
NZ_LR135236.1,33,34,24,10
NZ_LR135237.1,2,2,1,1
NZ_LR135239.1,15,13,10,3
NZ_LR135240.1,3,2,2,0
NZ_CP018939.1,6,3,0,3
NZ_CP132366.1,7,8,8,0
NZ_CP069448.1,10,12,6,6
NZ_CP022245.1,5,4,4,0
NZ_CP022246.1,2,2,1,1
NZ_CP027645.1,11,9,3,6
NZ_CP136814.1,1,0,0,0
NZ_CP136815.1,9,16,9,7
NZ_CP029650.1,2,1,1,0
NZ_AP019802.1,10,14,11,3
NZ_CP075933.1,3,5,4,1
NZ_CP034163.1,3,3,3,0
NZ_CP066383.1,6,6,5,1
NZ_CP066382.1,36,49,36,13
NZ_CP066385.1,7,8,7,1
NZ_CP066386.1,2,1,1,0
NZ_CP066384.1,4,1,1,0
NZ_CP041024.1,13,19,11,8
NZ_CP010104.1,17,14,11,3
NZ_CP019603.1,29,36,22,14
NZ_CP019604.1,26,21,16,5
NZ_CP027179.1,5,5,1,4
NZ_CP027182.1,11,13,7,6
NZ_CP043587.1,6,8,5,3
NZ_CP043586.1,13,8,7,1
NZ_CP044166.1,3,3,2,1
NZ_CP009430.1,9,11,9,2
NZ_CP009431.1,7,6,4,2
NZ_CP041443.1,18,27,14,13
NZ_CP041439.1,5,9,5,4
NZ_CP041441.1,8,9,7,2
NZ_CP072700.1,1,1,1,0
NZ_CP072699.1,1,2,2,0
NZ_CP072697.1,1,2,0,2
NZ_CP072695.1,2,1,1,0
NZ_CP072696.1,1,1,1,0
NZ_CP072694.1,10,12,10,2
NZ_CP072693.1,12,8,5,3
NZ_CP072692.1,34,22,10,12
NZ_CP079630.1,23,24,14,10
NZ_CP079631.1,15,13,11,2
NZ_CP079632.1,10,14,9,5
NZ_CP024543.1,3,4,4,0
NZ_CP024544.1,5,3,3,0
NZ_CP076005.1,2,2,2,0
NZ_CP076006.1,1,1,0,1
NZ_CP053631.1,9,7,6,1
NZ_CP032994.1,3,4,3,1
NZ_CP032995.1,8,10,10,0
NZ_CP032993.1,19,21,15,6
NZ_CP090103.1,5,4,4,0
NZ_CP090102.1,4,6,3,3
NZ_CP090099.1,4,6,2,4
NZ_CP090100.1,18,34,21,13
NZ_CP090101.1,3,2,2,0
NZ_CP096298.1,16,16,9,7
NZ_CP096299.1,4,5,2,3
NC_022046.1,9,7,6,1
NZ_CP043190.1,15,11,11,0
NZ_CP082348.1,6,9,2,7
NZ_CP082347.1,4,4,3,1
NZ_CP106792.1,2,1,1,0
NZ_CP087345.1,2,2,2,0
NZ_CP087346.1,2,2,0,2
NZ_CP064384.1,2,6,3,3
NZ_CP092842.1,78,104,47,57
NZ_CP032804.1,3,7,4,3
NZ_CP056962.1,1,1,1,0
NZ_CP056963.1,4,3,3,0
NZ_CP056964.1,1,0,0,0
NZ_CP083854.1,23,21,13,8
NZ_CP083855.1,6,10,6,4
NZ_CP039082.1,64,82,54,28
NZ_CP039083.1,3,7,1,6
NZ_CP039084.1,16,18,13,5
NZ_CP039085.1,10,11,9,2
NZ_CP039086.1,4,4,3,1
NZ_CP096769.1,2,2,2,0
NZ_CP096770.1,2,4,2,2
NZ_CP121148.1,23,24,15,9
NZ_CP085727.1,22,21,17,4
NZ_CP085728.1,3,1,1,0
NZ_CP053724.1,19,25,15,10
NZ_CP053725.1,7,5,5,0
NZ_CP053726.1,4,6,4,2
NZ_CP006750.1,6,11,2,9
NZ_CP006749.1,8,8,5,3
NZ_CP086413.1,4,4,0,4
NZ_CP086415.1,3,4,4,0
NZ_CP102628.1,11,10,8,2
NZ_CP065072.1,29,25,19,6
NZ_CP065073.1,8,8,7,1
NZ_CP098501.1,6,10,4,6
NZ_CP045330.1,11,4,3,1
NZ_CP045331.1,1,1,1,0
NZ_CP095378.1,19,19,15,4
NZ_CP095379.1,4,8,4,4
NZ_CP025591.1,8,5,1,4
NZ_CP011248.1,7,11,6,5
NZ_CP011249.1,7,8,1,7
NC_019677.1,1,1,1,0
NZ_CP142034.1,4,2,0,2
NZ_CP050713.1,11,12,9,3
NZ_CP050714.1,4,5,3,2
NZ_CP103955.1,1,1,1,0
NZ_CP022250.1,1,1,1,0
NZ_CP075142.1,1,1,1,0
NZ_CP062383.1,2,3,2,1
NZ_CP026123.1,6,2,2,0
NZ_CP005190.1,15,14,12,2
NZ_CP005191.1,25,18,14,4
NZ_CP005192.1,10,8,8,0
NZ_CP005193.1,3,3,3,0
NZ_CP136591.1,6,10,3,7
NZ_CP087635.1,9,7,6,1
NZ_CP055038.1,13,12,9,3
NZ_CP055039.1,12,13,8,5
NZ_CP054781.1,20,29,16,13
NZ_CP054782.1,10,12,9,3
NZ_CP054783.1,7,7,6,1
NZ_LN890332.1,2,2,1,1
NZ_CP038636.1,12,34,14,20
NZ_CP038637.1,2,1,1,0
NZ_CP038639.1,26,25,15,10
NZ_CP038640.1,3,1,1,0
NZ_CP089273.1,7,8,6,2
NZ_CP040649.1,1,0,0,0
NZ_AP022602.1,2,2,0,2
NZ_CP065475.1,39,39,25,14
NZ_JAFFQV010000002.1,15,20,14,6
NZ_JAFFQV010000014.1,1,4,1,3
NZ_JAFFQV010000009.1,1,1,1,0
NZ_CP038894.1,79,97,49,48
NZ_CP038895.1,13,12,5,7
NZ_CP038896.1,9,8,5,3
NZ_CP038897.1,14,13,4,9
NZ_CP118568.1,22,20,13,7
NZ_CP118570.1,5,6,3,3
NZ_CP124496.1,6,10,4,6
NZ_CP124497.1,3,2,0,2
NZ_CP013339.1,13,15,7,8
NZ_CP013340.1,16,14,12,2
NZ_CP020577.1,1,1,0,1
NZ_AP022858.1,12,12,9,3
NZ_CP041997.1,27,32,21,11
NZ_CP109507.1,2,1,1,0
NZ_CP033315.1,7,13,4,9
NZ_CP033317.1,2,4,0,4
NZ_CP065414.1,2,2,2,0
NZ_CP025507.1,10,17,7,10
NZ_CP025508.1,3,4,3,1
NZ_CP025505.1,13,16,8,8
NZ_CP025510.1,24,72,46,26
NZ_CP025506.1,2,2,1,1
NZ_CP071235.1,6,5,4,1
NZ_CP022090.2,2,1,1,0
NZ_CP029211.1,7,10,8,2
NZ_CP009105.1,16,14,6,8
NZ_CP063462.1,13,21,9,12
NZ_CP063464.1,8,9,5,4
NZ_CP021956.1,12,11,9,2
NZ_CP116802.1,2,4,2,2
NZ_CP126541.1,2,1,1,0
NZ_CP066010.1,1,1,0,1
NZ_CP066011.1,3,5,2,3
NZ_CP061856.1,19,34,13,21
NZ_CP061858.1,8,10,9,1
NZ_CP061859.1,2,8,4,4
NZ_CP061860.1,1,0,0,0
NZ_CP061857.1,6,15,5,10
NZ_CP135070.1,9,12,5,7
NZ_CP135069.1,31,34,23,11
NZ_AP017559.1,13,14,10,4
NZ_CP072454.1,5,4,2,2
NZ_AP023043.1,3,2,2,0
NZ_AP023044.1,2,1,1,0
NZ_CP063821.1,2,1,1,0
NZ_CP063817.1,12,8,8,0
NZ_CP097028.1,24,23,18,5
NZ_CP097029.1,9,7,6,1
NZ_CP083957.1,4,11,5,6
NZ_CP015599.1,3,3,2,1
NZ_CP041453.1,16,23,13,10
NZ_CP027930.2,1,0,0,0
NZ_CP084985.1,30,34,27,7
NZ_LR828254.1,2,1,0,1
NZ_CP028097.1,2,4,2,2
NZ_CP028099.1,8,2,1,1
NZ_CP028100.1,3,1,1,0
NZ_CP019632.1,2,2,1,1
NZ_CP102492.1,12,18,14,4
NZ_CP102491.1,11,12,7,5
NZ_CP126879.1,20,23,19,4
NZ_CP027028.1,20,38,20,18
NZ_CP060058.1,17,17,5,12
NZ_AP026567.1,31,44,33,11
NZ_AP026570.1,7,10,7,3
NZ_CP081783.1,39,34,26,8
NZ_CP081784.1,3,2,1,1
NZ_CP081785.1,15,17,13,4
NZ_CP023424.1,34,35,24,11
NZ_CP023425.1,13,9,7,2
NZ_CP023426.1,13,11,10,1
NZ_CP077212.1,19,16,12,4
NZ_CP060845.1,19,22,13,9
NZ_CP084831.1,24,24,19,5
NZ_CP084840.1,1,0,0,0
NZ_CP084832.1,22,26,20,6
NZ_CP084833.1,1,1,1,0
NZ_CP084834.1,5,5,3,2
NZ_CP084836.1,2,2,2,0
NZ_CP084837.1,1,1,0,1
NZ_CP084838.1,1,0,0,0
NZ_CP084839.1,1,0,0,0
NZ_CP069822.1,17,26,15,11
NZ_CP069825.1,1,1,1,0
NZ_CP062152.1,3,2,2,0
NZ_CP015967.1,2,2,2,0
NZ_AP021930.1,7,5,4,1
NZ_AP021931.1,15,18,13,5
NZ_CP031570.1,8,7,7,0
NZ_CP031567.1,4,3,2,1
NZ_CP031568.1,23,18,15,3
NZ_CP031569.1,6,9,4,5
NZ_CP031566.1,2,2,2,0
NZ_CP024500.1,22,33,23,10
NZ_CP024501.1,4,4,3,1
NZ_CP089552.1,7,15,7,8
NZ_CP084045.1,16,12,8,4
NZ_CP110961.1,2,1,1,0
NZ_CP110958.1,19,21,16,5
NZ_CP110959.1,18,6,3,3
NZ_CP110960.1,2,2,2,0
NZ_CP078124.1,24,30,18,12
NZ_CP078123.1,14,17,12,5
NZ_CP078125.1,5,7,5,2
NZ_CP078126.1,6,7,5,2
NZ_CP022220.1,42,77,32,45
NZ_CP058840.1,9,9,8,1
NZ_CP058841.1,13,19,13,6
NZ_CP058842.1,3,3,3,0
NZ_CP104880.1,8,9,7,2
NZ_CP083498.1,11,14,8,6
NZ_CP083499.1,9,9,5,4
NZ_CP083501.1,4,2,0,2
NZ_CP074095.1,3,3,2,1
NZ_CP090826.2,5,7,6,1
NZ_CP090825.2,4,6,5,1
NZ_CP090824.2,7,8,5,3
NZ_CP090822.2,4,2,1,1
NZ_CP101167.1,3,6,3,3
NZ_CP101168.1,4,2,2,0
NZ_CP086329.1,15,13,7,6
NZ_CP127878.1,2,1,0,1
